milestones_total,milestones_completed,milestones_completion_pct,milestones_on_time_pct,time_elapsed_pct,schedule_variance,delivery_velocity,budget_used_pct,budget_efficiency,resource_availability,resource_availability_code,collaborators,sdg_confidence_avg,project_status
17,8,0.4712,0.7634,0.5127,-0.0414,15.605,9.1,4.6678,Low,0,6,0.82,On Track
15,9,0.5767,0.4225,0.7524,-0.1757,11.9617,62.31,0.9108,Medium,1,5,0.716,At Risk
10,2,0.1616,0.0,0.2098,-0.0482,9.5318,24.71,0.6286,Medium,1,3,0.867,At Risk
25,9,0.378,0.375,0.2537,0.1243,35.475,55.19,0.6727,High,2,8,0.63,At Risk
8,4,0.5559,0.4456,0.4669,0.089,8.5664,69.1,0.793,Medium,1,6,0.548,At Risk
4,1,0.2884,0.3725,0.4637,-0.1753,2.1567,72.46,0.3926,High,2,1,0.839,At Risk
15,4,0.2445,0.3407,0.3591,-0.1146,11.1399,44.99,0.5317,Medium,1,4,0.424,At Risk
13,7,0.5564,0.4148,0.5444,0.012,12.8578,86.7,0.6344,High,2,11,0.442,At Risk
15,3,0.1848,0.2328,0.0886,0.0962,33.8654,44.24,0.4085,Medium,1,11,0.898,At Risk
4,1,0.1821,0.2544,0.3082,-0.126,3.245,45.05,0.3955,Low,0,8,0.663,At Risk
20,11,0.5404,0.5859,0.597,-0.0566,18.4267,3.0,13.51,High,2,8,0.845,At Risk
9,1,0.0594,0.0,0.1757,-0.1163,5.6915,84.13,0.0698,Medium,1,9,0.841,At Risk
8,4,0.5552,0.4199,0.6302,-0.0749,6.3477,31.23,1.7226,Medium,1,2,0.99,At Risk
23,4,0.1878,0.2359,0.1476,0.0402,27.1041,65.58,0.2821,Medium,1,3,0.883,At Risk
25,11,0.4584,0.5779,0.3226,0.1357,34.0966,38.72,1.154,Low,0,3,0.67,On Track
11,6,0.555,0.7474,0.4548,0.1002,13.1921,43.27,1.2537,Medium,1,11,0.873,On Track
19,7,0.3621,0.2986,0.5578,-0.1957,12.5499,30.97,1.1325,High,2,3,0.853,At Risk
25,13,0.5046,0.6318,0.3345,0.1702,38.867,57.17,0.8675,Low,0,10,0.77,On Track
8,8,0.9769,0.9299,0.8914,0.0855,8.9747,61.53,1.5622,Medium,1,11,0.79,On Track
19,14,0.7424,0.8721,0.4537,0.2887,30.854,55.38,1.3167,Low,0,6,0.71,On Track
12,12,0.99,1.0,0.8122,0.1778,14.7752,30.52,3.1405,Medium,1,9,0.794,Excellent
20,3,0.1629,0.265,0.1884,-0.0256,15.9196,18.98,0.8153,High,2,3,0.868,On Track
25,17,0.6867,0.8002,0.8181,-0.1315,20.7797,92.24,0.7365,Low,0,8,0.918,At Risk
22,21,0.954,0.9855,0.4839,0.4701,43.4006,40.09,2.3216,High,2,2,0.869,Excellent
7,7,0.99,1.0,0.7525,0.2375,9.3019,35.67,2.6998,Low,0,5,0.809,Excellent
12,6,0.4764,0.5312,0.5265,-0.05,11.3969,28.36,1.6225,Medium,1,5,0.484,At Risk
24,19,0.7712,0.9344,0.6515,0.1197,29.1646,55.72,1.3597,Low,0,4,0.475,On Track
20,14,0.6839,0.8065,0.4714,0.2125,29.697,3.0,17.0978,Low,0,10,0.849,On Track
21,10,0.4618,0.5396,0.5476,-0.0858,18.2614,47.03,0.9613,Medium,1,4,0.603,At Risk
24,8,0.3541,0.3305,0.2474,0.1067,32.3352,18.08,1.8561,Medium,1,8,0.394,On Track
13,8,0.6431,0.7694,0.6742,-0.0311,11.8658,43.97,1.4303,Medium,1,10,0.816,On Track
7,4,0.5278,0.729,0.4342,0.0936,9.2118,47.29,1.093,Medium,1,6,0.928,On Track
18,6,0.3115,0.3082,0.2446,0.0669,24.5321,52.95,0.5774,Medium,1,8,0.987,At Risk
20,4,0.1828,0.2061,0.1558,0.027,25.6696,31.9,0.5556,High,2,3,0.331,At Risk
4,3,0.6902,0.9446,0.3985,0.2917,7.5288,22.32,2.96,Low,0,11,0.92,Excellent
6,0,0.0243,0.1713,0.1999,-0.1756,0.0,57.61,0.0414,Medium,1,2,0.41,At Risk
22,10,0.4718,0.2902,0.5311,-0.0592,18.83,3.0,11.796,High,2,10,0.65,At Risk
4,3,0.803,1.0,0.7632,0.0398,3.9306,50.59,1.5564,Medium,1,10,0.929,On Track
25,4,0.1775,0.4629,0.1829,-0.0054,21.8737,33.37,0.5164,High,2,9,0.727,At Risk
7,5,0.7443,0.8481,0.6906,0.0537,7.24,82.85,0.8877,High,2,5,0.789,On Track
5,5,0.99,1.0,0.9454,0.0446,5.2888,15.78,5.9001,High,2,3,0.517,On Track
19,10,0.509,0.4658,0.5402,-0.0312,18.5127,57.63,0.8681,Medium,1,1,0.663,On Track
3,1,0.3885,0.3611,0.3549,0.0336,2.8177,10.33,3.4274,Medium,1,10,0.815,On Track
10,6,0.5901,0.7098,0.3838,0.2063,15.6335,57.48,1.0091,High,2,8,0.936,On Track
5,4,0.7634,0.9433,0.7841,-0.0207,5.1015,68.92,1.0918,Medium,1,12,0.895,On Track
17,10,0.6114,0.6098,0.5512,0.0603,18.1425,15.89,3.6199,Low,0,9,0.843,On Track
10,1,0.1301,0.0887,0.2689,-0.1388,3.7187,12.18,0.9869,Medium,1,3,0.602,At Risk
9,7,0.8211,0.5089,0.5439,0.2772,12.8707,49.16,1.6371,High,2,6,0.645,On Track
23,2,0.0923,0.1122,0.3378,-0.2456,5.9198,85.48,0.1067,Low,0,6,0.661,Delayed
22,0,0.0,0.0,0.0858,-0.0858,0.0,15.9,0.0,Low,0,1,0.646,At Risk
7,4,0.6062,0.5488,0.5845,0.0217,6.8429,37.54,1.573,High,2,6,0.768,On Track
14,3,0.2427,0.0,0.2738,-0.031,10.9572,6.39,3.2863,Low,0,2,0.851,On Track
5,5,0.9816,0.8791,0.6394,0.3422,7.8203,83.04,1.1679,Medium,1,1,0.645,On Track
22,14,0.6379,0.8555,0.4434,0.1945,31.5756,54.5,1.1494,Low,0,12,0.604,On Track
6,5,0.7985,0.8164,0.7942,0.0042,6.2954,83.68,0.9429,High,2,1,0.875,On Track
8,5,0.6471,0.6648,0.8146,-0.1675,6.1377,42.13,1.5005,Medium,1,12,0.898,At Risk
12,5,0.3849,0.2439,0.4135,-0.0286,12.0914,43.93,0.8566,High,2,11,0.789,On Track
11,1,0.1053,0.0,0.3002,-0.1949,3.331,86.25,0.1207,Low,0,5,0.649,At Risk
5,4,0.7907,0.7965,0.7634,0.0273,5.2396,70.42,1.107,Low,0,4,0.82,On Track
17,13,0.7784,0.8392,0.593,0.1854,21.921,19.46,3.8043,Medium,1,10,0.519,On Track
11,5,0.4155,0.64,0.2471,0.1684,20.2382,20.11,1.9683,High,2,9,0.829,On Track
3,2,0.6103,0.4994,0.8031,-0.1928,2.4902,33.44,1.7721,High,2,1,0.607,At Risk
12,7,0.5622,0.5566,0.313,0.2493,22.3658,35.76,1.5295,Medium,1,4,0.872,On Track
12,4,0.2968,0.3686,0.2952,0.0015,13.548,45.74,0.6349,Low,0,2,0.88,At Risk
24,13,0.5492,0.3902,0.5986,-0.0494,21.7169,22.05,2.383,High,2,9,0.602,On Track
18,5,0.2591,0.2457,0.4978,-0.2387,10.045,57.01,0.4466,Medium,1,10,0.85,At Risk
22,2,0.0901,0.1777,0.2035,-0.1134,9.8268,24.33,0.3559,High,2,3,0.875,At Risk
15,9,0.6068,0.7192,0.508,0.0987,17.7154,31.9,1.8444,High,2,12,0.762,On Track
20,11,0.5441,0.5999,0.6685,-0.1244,16.4547,45.81,1.1625,Medium,1,8,0.758,At Risk
15,10,0.6374,0.8819,0.6034,0.034,16.5717,48.52,1.2871,High,2,8,0.792,On Track
9,4,0.4322,0.3515,0.4253,0.0069,9.4045,24.88,1.6701,Medium,1,4,0.817,On Track
11,6,0.5495,0.4934,0.6175,-0.068,9.7168,50.7,1.0628,High,2,5,0.685,At Risk
19,10,0.5318,0.3224,0.7958,-0.264,12.566,17.62,2.8556,Medium,1,4,0.615,At Risk
7,1,0.1843,0.2622,0.234,-0.0497,4.2741,43.77,0.4117,Medium,1,12,0.718,At Risk
12,9,0.7455,0.8077,0.7265,0.0189,12.3873,25.22,2.8433,Low,0,7,0.86,On Track
4,3,0.6817,0.8085,0.6713,0.0104,4.4692,64.51,1.0405,Medium,1,4,0.783,On Track
6,1,0.1152,0.0937,0.1898,-0.0745,5.2688,58.23,0.1946,Medium,1,4,0.877,At Risk
17,14,0.8308,0.9407,0.8217,0.0092,17.0382,74.05,1.1071,Low,0,6,0.764,On Track
17,10,0.5875,0.6997,0.5808,0.0067,17.2172,94.62,0.6145,High,2,9,0.44,At Risk
14,1,0.0948,0.045,0.4427,-0.348,2.2588,53.59,0.1736,High,2,9,0.724,At Risk
18,4,0.2412,0.1192,0.1869,0.0542,21.3973,64.57,0.3678,Low,0,1,0.747,At Risk
22,5,0.2181,0.0993,0.5588,-0.3407,8.9479,100.37,0.2152,Medium,1,12,0.486,Delayed
25,4,0.1403,0.2428,0.3072,-0.1669,13.022,3.0,3.5073,High,2,6,0.924,At Risk
15,2,0.1088,0.1252,0.1492,-0.0405,13.4018,47.19,0.2257,Medium,1,4,0.497,At Risk
8,3,0.4255,0.2489,0.5644,-0.1389,5.3154,88.35,0.4762,Medium,1,6,0.683,At Risk
18,1,0.0803,0.0031,0.3105,-0.2302,3.2209,58.28,0.1354,Low,0,12,0.486,At Risk
24,16,0.6706,0.626,0.5595,0.1111,28.5962,135.19,0.4924,Medium,1,7,0.888,At Risk
8,3,0.4208,0.2515,0.4158,0.0049,7.2146,40.61,1.0113,High,2,9,0.788,On Track
7,0,0.0,0.0,0.2043,-0.2043,0.0,46.45,0.0,Medium,1,7,0.714,At Risk
8,5,0.5987,0.7081,0.4824,0.1163,10.3639,18.25,3.1108,Medium,1,8,0.782,On Track
19,0,0.0,0.0578,0.318,-0.318,0.0,21.53,0.0,Low,0,4,0.894,At Risk
9,5,0.5422,0.6882,0.4824,0.0598,10.3649,34.36,1.5335,Low,0,11,0.944,On Track
10,3,0.2642,0.2454,0.4345,-0.1703,6.9039,39.01,0.6604,Low,0,6,0.677,At Risk
21,15,0.7053,0.6986,0.5339,0.1714,28.0957,4.1,13.8401,High,2,2,0.809,On Track
11,8,0.7595,0.837,0.6997,0.0598,11.4333,19.2,3.76,Medium,1,5,0.899,On Track
14,3,0.1926,0.1706,0.2388,-0.0462,12.5644,60.66,0.3123,Medium,1,11,0.825,At Risk
6,6,0.9235,0.3594,0.6216,0.3019,9.6519,23.8,3.7246,Low,0,8,0.773,On Track
12,4,0.3653,0.3973,0.2727,0.0926,14.6694,49.13,0.7287,Medium,1,7,0.59,At Risk
21,3,0.1635,0.0443,0.2895,-0.126,10.3615,20.19,0.7717,Low,0,10,0.932,At Risk
9,3,0.3692,0.679,0.5403,-0.1711,5.5523,44.81,0.8059,High,2,6,0.776,At Risk
16,0,0.0,0.0962,0.0691,-0.0691,0.0,8.8,0.0,Medium,1,1,0.697,At Risk
12,7,0.6133,0.8059,0.5537,0.0596,12.643,31.79,1.87,Low,0,5,0.913,On Track
7,4,0.5181,0.5339,0.2883,0.2299,13.8767,42.11,1.2018,Medium,1,9,0.781,On Track
20,20,0.99,1.0,0.9131,0.0769,21.9028,46.83,2.0696,High,2,10,0.783,On Track
21,11,0.5358,0.752,0.4664,0.0694,23.5842,32.06,1.6207,Low,0,11,0.502,On Track
7,2,0.2602,0.1513,0.4255,-0.1654,4.6999,44.41,0.573,Medium,1,12,0.797,At Risk
8,8,0.9764,0.8126,0.7974,0.179,10.0322,32.21,2.9403,Low,0,5,0.986,On Track
24,13,0.5354,0.6817,0.3851,0.1502,33.7552,24.87,2.0694,High,2,2,0.746,On Track
24,14,0.5946,0.5623,0.4215,0.1731,33.2132,41.91,1.3857,Low,0,7,0.837,On Track
17,11,0.6257,0.5189,0.4908,0.1349,22.4126,53.17,1.155,High,2,7,0.47,On Track
24,9,0.3569,0.1831,0.5064,-0.1495,17.7737,41.37,0.8424,Low,0,12,0.821,At Risk
16,5,0.328,0.2544,0.0979,0.2301,51.0561,39.5,0.8098,Medium,1,4,0.725,On Track
6,1,0.1742,0.3277,0.0478,0.1264,20.9113,29.54,0.5704,Low,0,3,0.803,At Risk
16,10,0.6174,0.6032,0.8465,-0.2291,11.8128,18.04,3.2419,High,2,3,0.64,At Risk
19,14,0.7145,0.8199,0.662,0.0525,21.1493,40.96,1.7029,Medium,1,3,0.93,On Track
13,5,0.3851,0.2592,0.4726,-0.0875,10.5791,52.15,0.7246,Medium,1,4,0.635,At Risk
23,5,0.2113,0.1245,0.283,-0.0716,17.6706,10.22,1.8841,Medium,1,7,0.734,At Risk
15,5,0.3027,0.0433,0.5745,-0.2718,8.7028,36.95,0.7977,Low,0,5,0.779,At Risk
7,4,0.5106,0.4721,0.3945,0.1161,10.1393,102.12,0.4951,Medium,1,2,0.931,At Risk
8,3,0.3284,0.4661,0.5351,-0.2067,5.6068,46.78,0.6872,High,2,12,0.766,At Risk
21,1,0.0703,0.0,0.1852,-0.1149,5.4004,55.81,0.1237,Low,0,4,0.716,At Risk
8,3,0.4187,0.5439,0.453,-0.0343,6.6222,31.44,1.2908,High,2,8,0.957,On Track
21,7,0.3459,0.2573,0.4479,-0.102,15.6288,6.88,4.3919,Medium,1,9,0.392,At Risk
9,8,0.8757,0.6518,0.8142,0.0615,9.8259,64.06,1.3459,Low,0,8,0.813,On Track
23,19,0.8219,0.7654,0.6633,0.1586,28.6454,57.81,1.3975,Medium,1,9,0.502,On Track
18,17,0.9254,0.8656,0.8758,0.0496,19.4111,37.38,2.4107,Low,0,2,0.965,On Track
3,1,0.3916,0.5019,0.2498,0.1418,4.0039,56.22,0.6844,Medium,1,4,0.715,At Risk
17,7,0.4181,0.1923,0.13,0.2881,53.8515,53.69,0.7645,Medium,1,1,0.628,At Risk
23,18,0.7689,0.5314,0.7316,0.0374,24.6043,90.9,0.8368,Low,0,10,0.703,On Track
6,4,0.7442,0.8958,0.5427,0.2016,7.3707,45.46,1.6018,High,2,9,0.793,Excellent
16,10,0.6367,0.5081,0.4731,0.1636,21.1372,31.59,1.9538,Low,0,4,0.538,On Track
12,4,0.3238,0.2198,0.3455,-0.0216,11.5783,61.97,0.5143,Medium,1,11,0.621,At Risk
22,3,0.1237,0.1246,0.348,-0.2243,8.6205,35.64,0.3376,Medium,1,4,0.568,At Risk
21,6,0.3093,0.3774,0.4012,-0.092,14.9542,33.81,0.8884,Low,0,3,0.649,At Risk
23,9,0.3771,0.3498,0.4169,-0.0398,21.5899,19.29,1.8587,Medium,1,6,0.546,On Track
14,14,0.99,0.9107,0.7489,0.2411,18.695,62.91,1.5491,Low,0,2,0.786,On Track
18,0,0.0,0.0989,0.2229,-0.2229,0.0,26.34,0.0,Low,0,2,0.682,At Risk
23,18,0.7676,0.7477,0.6425,0.1252,28.0169,28.86,2.5704,Medium,1,3,0.314,On Track
25,14,0.5458,0.8203,0.6532,-0.1074,21.4313,60.98,0.8807,Low,0,5,0.672,At Risk
7,0,0.0,0.0,0.0901,-0.0901,0.0,3.0,0.0,High,2,5,0.718,At Risk
20,9,0.4568,0.5479,0.3081,0.1488,29.214,63.99,0.7029,Low,0,12,0.798,At Risk
6,3,0.4295,0.2335,0.4134,0.0161,7.2563,69.49,0.6093,Low,0,1,0.73,At Risk
21,16,0.7649,0.7744,0.5887,0.1762,27.1774,3.0,19.1224,High,2,1,0.477,On Track
9,2,0.2331,0.0,0.1267,0.1065,15.7915,46.2,0.4939,Medium,1,4,0.732,At Risk
9,6,0.7023,0.724,0.815,-0.1127,7.3622,45.97,1.495,Medium,1,2,0.475,At Risk
11,5,0.4286,0.5232,0.3143,0.1143,15.9087,14.28,2.8047,Low,0,5,0.718,On Track
5,2,0.4754,0.3234,0.405,0.0704,4.9383,29.46,1.5608,Medium,1,5,0.664,On Track
18,3,0.1931,0.2089,0.4226,-0.2296,7.0982,16.81,1.0841,Medium,1,3,0.928,At Risk
11,0,0.0033,0.0,0.09,-0.0867,0.0,45.26,0.007,Medium,1,1,0.776,At Risk
12,2,0.1382,0.1032,0.2827,-0.1445,7.0755,3.0,3.4538,High,2,8,0.395,At Risk
10,0,0.0,0.0591,0.0523,-0.0523,0.0,22.4,0.0,Low,0,6,0.904,At Risk
10,8,0.7811,0.5485,0.6529,0.1282,12.2526,50.65,1.5123,Medium,1,12,0.842,On Track
16,9,0.5643,0.64,0.6324,-0.0681,14.2306,64.19,0.8657,High,2,2,0.505,At Risk
10,9,0.8672,0.8967,0.7488,0.1184,12.0198,40.59,2.085,Medium,1,1,0.582,Excellent
6,2,0.3844,0.213,0.3236,0.0608,6.1811,44.05,0.8532,Low,0,6,0.804,On Track
6,2,0.3635,0.2872,0.4927,-0.1292,4.0594,51.3,0.695,High,2,8,0.702,At Risk
25,16,0.6222,0.7408,0.5165,0.1057,30.9756,39.05,1.5536,High,2,8,0.546,On Track
3,2,0.5651,0.8292,0.7369,-0.1718,2.7142,36.05,1.5252,Medium,1,4,0.409,At Risk
9,6,0.637,0.6734,0.4597,0.1773,13.0526,15.5,3.8614,High,2,6,0.565,On Track
4,2,0.5299,0.5245,0.4301,0.0998,4.6504,60.94,0.8554,Medium,1,6,0.523,On Track
15,8,0.5525,0.3535,0.582,-0.0295,13.7451,64.4,0.8448,High,2,7,0.537,On Track
23,14,0.6209,0.4146,0.6249,-0.004,22.4028,37.11,1.6293,High,2,9,0.608,On Track
15,14,0.9133,0.904,0.9276,-0.0144,15.0921,52.28,1.7141,High,2,4,0.778,On Track
12,2,0.1964,0.1573,0.4573,-0.2609,4.3735,36.66,0.5214,Medium,1,7,0.739,At Risk
5,3,0.6573,0.5491,0.7337,-0.0764,4.0887,56.92,1.1349,High,2,10,0.466,At Risk
19,7,0.3873,0.2487,0.4632,-0.0759,15.1122,81.94,0.467,Medium,1,12,0.555,At Risk
17,17,0.99,1.0,0.9623,0.0277,17.6668,39.78,2.4279,High,2,11,0.951,On Track
16,5,0.3251,0.357,0.3287,-0.0036,15.2128,71.98,0.4454,High,2,10,0.898,At Risk
19,12,0.6475,0.5249,0.5052,0.1423,23.7542,37.67,1.6745,High,2,8,0.742,On Track
11,2,0.1412,0.2364,0.2421,-0.1009,8.2595,15.64,0.8488,Low,0,3,0.89,At Risk
16,3,0.1865,0.2165,0.2842,-0.0977,10.5551,24.07,0.7437,Medium,1,7,0.867,At Risk
9,1,0.1075,0.1839,0.1734,-0.0658,5.7676,23.64,0.4365,Medium,1,11,0.644,At Risk
4,3,0.868,0.9031,0.8817,-0.0137,3.4027,56.1,1.52,Low,0,9,0.723,On Track
9,8,0.8976,1.0,0.758,0.1396,10.5536,3.0,22.4408,High,2,8,0.806,Excellent
21,14,0.6573,0.5071,0.6622,-0.005,21.1402,56.94,1.1344,Low,0,4,0.672,On Track
20,8,0.4065,0.3297,0.3684,0.038,21.7138,55.42,0.7205,Low,0,9,0.949,At Risk
6,3,0.4343,0.8233,0.3516,0.0827,8.5317,39.82,1.064,Medium,1,2,0.754,On Track
24,11,0.456,0.5443,0.5243,-0.0684,20.9793,37.35,1.1888,Low,0,6,0.68,At Risk
16,2,0.1012,0.2416,0.3015,-0.2003,6.6343,39.75,0.2482,High,2,1,0.899,At Risk
3,0,0.0644,0.0,0.1582,-0.0938,0.0,18.73,0.3265,Medium,1,5,0.839,At Risk
23,7,0.289,0.3089,0.0943,0.1946,74.2107,51.6,0.5494,Low,0,8,0.94,At Risk
23,3,0.1258,0.1871,0.185,-0.0592,16.2174,15.6,0.7578,High,2,3,0.884,At Risk
9,3,0.3874,0.1998,0.4261,-0.0387,7.0404,50.21,0.7564,Low,0,8,0.76,At Risk
7,6,0.823,0.8734,0.9229,-0.0999,6.5013,20.39,3.8475,Low,0,5,0.381,At Risk
16,11,0.6907,0.6285,0.7105,-0.0198,15.4816,69.84,0.9751,Low,0,12,0.9,On Track
23,20,0.8513,0.97,0.7059,0.1454,28.3342,31.39,2.6287,Low,0,12,0.521,Excellent
9,2,0.1676,0.1077,0.3267,-0.1591,6.1218,50.13,0.3277,Medium,1,3,0.895,At Risk
23,14,0.6081,0.4684,0.6121,-0.004,22.8734,69.01,0.8685,High,2,7,0.642,On Track
24,12,0.5044,0.3153,0.5152,-0.0109,23.2915,71.81,0.6927,Medium,1,1,0.363,At Risk
24,15,0.6427,0.7494,0.4136,0.2291,36.2635,67.01,0.9451,Medium,1,5,0.859,On Track
3,3,0.9492,0.7219,0.8107,0.1385,3.7004,65.44,1.4287,Low,0,7,0.481,On Track
17,12,0.7221,0.6155,0.6439,0.0783,18.6374,57.82,1.2277,Low,0,12,0.856,On Track
13,6,0.4455,0.4901,0.341,0.1045,17.5962,21.0,2.025,High,2,9,0.435,On Track
22,10,0.4336,0.5454,0.4532,-0.0196,22.0669,69.24,0.6173,Medium,1,4,0.718,At Risk
13,8,0.5977,0.4197,0.4464,0.1513,17.9212,48.4,1.2098,High,2,2,0.92,On Track
7,3,0.3872,0.3593,0.1942,0.1929,15.445,20.18,1.828,Medium,1,1,0.905,On Track
24,6,0.2531,0.4,0.5699,-0.3168,10.5289,58.43,0.4258,Medium,1,2,0.507,At Risk
12,6,0.4677,0.733,0.6304,-0.1627,9.518,80.1,0.5767,Medium,1,1,0.872,At Risk
12,8,0.7004,0.6293,0.6626,0.0378,12.0741,54.73,1.2569,Medium,1,5,0.672,On Track
20,18,0.878,0.788,0.9036,-0.0256,19.9197,58.58,1.4736,High,2,12,0.809,On Track
8,3,0.4281,0.3383,0.2602,0.1679,11.5291,31.02,1.3373,Low,0,2,0.709,On Track
5,5,0.99,0.6613,0.7041,0.2859,7.1011,52.91,1.8365,High,2,12,0.618,On Track
23,10,0.4299,0.0962,0.2874,0.1425,34.795,12.18,3.2621,High,2,2,0.795,On Track
12,0,0.0,0.0,0.0842,-0.0842,0.0,24.6,0.0,Low,0,1,0.25,At Risk
14,2,0.1547,0.3492,0.2693,-0.1146,7.4278,5.97,2.218,High,2,12,0.862,At Risk
8,6,0.8122,1.0,0.8322,-0.0201,7.2096,97.45,0.8249,High,2,10,0.717,On Track
15,4,0.2513,0.2368,0.3347,-0.0833,11.9522,33.22,0.7344,High,2,11,0.521,At Risk
19,2,0.0964,0.1201,0.4579,-0.3615,4.3677,66.24,0.1434,High,2,12,0.811,At Risk
16,16,0.9777,0.8735,0.4615,0.5162,34.6667,54.37,1.766,Medium,1,2,0.602,On Track
6,4,0.7436,0.6839,0.608,0.1356,6.5793,19.26,3.6702,Medium,1,9,0.676,On Track
17,10,0.5782,0.7078,0.7054,-0.1272,14.1764,27.76,2.0107,Low,0,5,0.607,At Risk
18,11,0.6275,0.5786,0.5904,0.037,18.6301,43.51,1.4099,High,2,8,0.33,On Track
15,4,0.2518,0.2894,0.3193,-0.0675,12.5279,46.08,0.5347,Medium,1,2,0.705,At Risk
16,7,0.4357,0.1065,0.3258,0.1099,21.4857,20.73,2.0055,Medium,1,4,0.75,On Track
15,10,0.6471,0.6827,0.6409,0.0063,15.6035,56.55,1.1246,Medium,1,4,0.774,On Track
13,12,0.9468,0.8008,0.9551,-0.0083,12.5641,54.05,1.7198,High,2,8,0.829,On Track
23,6,0.2638,0.0961,0.3823,-0.1185,15.6942,49.43,0.5231,Low,0,12,0.798,At Risk
15,10,0.673,0.3557,0.427,0.246,23.4166,61.4,1.0786,Low,0,7,0.968,On Track
19,19,0.99,1.0,0.7814,0.2086,24.3151,3.0,24.75,Medium,1,9,0.624,Excellent
11,4,0.3246,0.3666,0.3593,-0.0347,11.1328,23.56,1.322,Medium,1,2,0.848,On Track
21,18,0.8611,0.9561,0.7666,0.0944,23.4788,30.49,2.7342,High,2,1,0.789,On Track
23,11,0.4815,0.4185,0.8275,-0.346,13.2932,68.14,0.6964,Medium,1,8,0.472,At Risk
11,3,0.2694,0.3933,0.218,0.0514,13.7593,52.49,0.5038,Medium,1,4,0.856,At Risk
7,1,0.0723,0.3034,0.3167,-0.2444,3.158,26.94,0.2587,High,2,8,0.621,At Risk
15,8,0.55,0.2403,0.6513,-0.1013,12.2834,27.87,1.9049,High,2,10,0.692,At Risk
11,1,0.0841,0.0,0.1038,-0.0198,9.6296,31.66,0.2574,Low,0,6,0.809,At Risk
7,1,0.1078,0.0221,0.2279,-0.1202,4.3877,3.0,2.6938,Low,0,10,0.867,At Risk
19,5,0.2887,0.2795,0.3726,-0.084,13.4181,14.03,1.9212,High,2,3,0.973,At Risk
16,12,0.7806,0.7543,0.7603,0.0203,15.7842,80.77,0.9546,High,2,3,0.895,On Track
11,6,0.518,0.5068,0.5566,-0.0385,10.7805,41.98,1.2052,Low,0,4,0.792,On Track
6,3,0.4952,0.4375,0.2183,0.277,13.7451,39.77,1.2148,High,2,9,0.882,On Track
3,1,0.2125,0.2647,0.3592,-0.1467,2.784,64.5,0.3245,Medium,1,7,0.476,At Risk
5,2,0.4592,0.3515,0.4317,0.0275,4.6327,29.91,1.4856,Medium,1,1,0.513,On Track
22,17,0.7573,0.6514,0.4564,0.3009,37.2492,38.24,1.9297,Medium,1,8,0.781,On Track
24,19,0.7904,0.6022,0.6657,0.1247,28.5419,113.04,0.693,Medium,1,5,0.731,At Risk
21,7,0.3513,0.34,0.3045,0.0468,22.9885,44.49,0.7723,Low,0,8,0.849,At Risk
25,21,0.8219,0.6685,0.8463,-0.0244,24.815,58.35,1.3848,Medium,1,2,0.62,On Track
6,3,0.4869,0.2974,0.4184,0.0685,7.1704,14.31,3.1813,Low,0,2,0.84,On Track
15,13,0.853,1.0,0.743,0.11,17.4965,60.41,1.3891,Medium,1,5,0.945,On Track
19,14,0.711,0.9305,0.6608,0.0502,21.1873,50.05,1.3927,Medium,1,12,0.637,On Track
3,3,0.9442,1.0,0.6884,0.2558,4.3578,52.61,1.7613,Low,0,7,0.852,On Track
14,8,0.5735,0.883,0.772,-0.1985,10.3624,43.34,1.2933,Low,0,3,0.37,At Risk
18,10,0.5735,0.8216,0.4032,0.1703,24.8019,75.87,0.746,Medium,1,2,0.902,At Risk
3,3,0.9337,0.8994,0.6955,0.2382,4.3137,47.49,1.9254,Medium,1,1,0.643,Excellent
7,2,0.2772,0.3228,0.1578,0.1193,12.6722,34.09,0.7899,Medium,1,9,0.852,At Risk
10,2,0.2161,0.0,0.1459,0.0702,13.7085,43.24,0.4885,Low,0,11,0.749,At Risk
5,3,0.571,0.7647,0.6442,-0.0732,4.6566,39.17,1.4214,Medium,1,2,0.665,At Risk
20,9,0.4467,0.9386,0.5742,-0.1275,15.6735,86.67,0.5096,Medium,1,4,0.862,At Risk
22,13,0.5933,0.4036,0.5958,-0.0025,21.8203,10.07,5.3568,Low,0,9,0.627,On Track
5,4,0.7943,0.8765,0.7291,0.0653,5.4865,67.67,1.1567,Medium,1,3,0.796,On Track
12,3,0.2129,0.2623,0.1803,0.0326,16.6384,43.85,0.4747,Low,0,7,0.841,At Risk
17,13,0.7685,0.9772,0.8876,-0.1191,14.6469,74.03,1.0242,High,2,5,0.701,At Risk
21,5,0.2161,0.206,0.406,-0.1899,12.315,82.12,0.26,Medium,1,4,0.691,At Risk
13,7,0.5344,0.4362,0.5983,-0.0639,11.6996,33.69,1.5404,High,2,1,0.684,At Risk
21,7,0.3222,0.443,0.4619,-0.1398,15.1543,43.58,0.7227,Medium,1,12,0.625,At Risk
6,2,0.4071,0.2403,0.4773,-0.0702,4.1901,48.35,0.825,Low,0,9,0.849,At Risk
24,3,0.1349,0.1009,0.4306,-0.2958,6.9663,68.16,0.195,Low,0,7,0.74,At Risk
12,3,0.2522,0.1232,0.1521,0.1001,19.7263,68.34,0.3637,Medium,1,10,0.878,At Risk
4,1,0.1963,0.0305,0.2497,-0.0534,4.0049,56.49,0.3415,Low,0,2,0.735,At Risk
6,3,0.5417,0.6746,0.5876,-0.0459,5.1053,36.08,1.4611,High,2,7,0.593,On Track
