_id,orgName,email,role,location,country,description,interests,skills,website,contact_person,phone,capacity_score,avg_project_budget,active_projects,languages,timezone,created_at
partner_2806,FutureLabs 2806 (University),contact2806@futurelabs.org,University,"Bengaluru, India",India,"BlueFoundation 2806 (University) focuses on research and works on SDG 9, SDG 10, SDG 14, SDG 2. Operating primarily in Bengaluru, India.","SDG 9, SDG 10, SDG 14, SDG 2","GIS, Research, Renewable Energy, Data Analysis",https://www.futurelabs2806.org,Lead 2806,91885831513,85,100000,9,"English, Portuguese",Asia/Kolkata,2025-01-27T06:12:22.380407Z
partner_2807,OceanPartners 2807 (NGO),contact2807@oceanpartners.org,NGO,"New York, USA",USA,"CommunityInitiative 2807 (NGO) focuses on data analysis and works on SDG 17, SDG 7, SDG 14, SDG 13. Operating primarily in New York, USA.","SDG 17, SDG 7, SDG 14, SDG 13","Communications, Data Analysis, Project Management, Logistics",https://www.oceanpartners2807.org,Lead 2807,2967109968,56,10000,9,"English, Arabic",UTC,2022-05-21T06:12:22.380407Z
partner_2808,SolarNetwork 2808 (Private Sector),contact2808@solarnetwork(pr.org,Private Sector,"Jakarta, Indonesia",Indonesia,"OceanNetwork 2808 (Private Sector) focuses on project management and works on SDG 2. Operating primarily in Jakarta, Indonesia.",SDG 2,"GIS, Communications, Monitoring & Evaluation, Healthcare",https://www.solarnetwork(pr2808.org,Lead 2808,2475278466,59,5000,0,"English, Portuguese",UTC,2025-07-17T06:12:22.380407Z
partner_2809,UrbanNetwork 2809 (Startup),contact2809@urbannetwork.org,Startup,"Jakarta, Indonesia",Indonesia,"FutureLabs 2809 (Startup) focuses on policy advocacy and works on SDG 15. Operating primarily in Jakarta, Indonesia.",SDG 15,"Community Engagement, Communications, Policy Advocacy, Communications",https://www.urbannetwork2809.org,Lead 2809,2454453003,79,5000,5,"English, Arabic",UTC,2022-08-06T06:12:22.380407Z
partner_2810,TerraCollective 2810 (Startup),contact2810@terracollective.org,Startup,Singapore,Singapore,"UrbanPartners 2810 (Startup) focuses on community engagement and works on SDG 9, SDG 3. Operating primarily in Singapore.","SDG 9, SDG 3","Healthcare, Community Engagement",https://www.terracollective2810.org,Lead 2810,1894615538,94,5000,2,"English, Mandarin",Asia/Singapore,2023-02-24T06:12:22.380407Z
partner_2811,CommunityLabs 2811 (Foundation),contact2811@communitylabs.org,Foundation,Singapore,Singapore,UrbanNetwork 2811 (Foundation) focuses on mobile app development and works on SDG 16. Operating primarily in Singapore.,SDG 16,"GIS, Communications, Mobile App Development",https://www.communitylabs2811.org,Lead 2811,1945110835,94,5000,8,"English, Mandarin",Asia/Singapore,2023-07-31T06:12:22.380407Z
partner_2812,UrbanInitiative 2812 (Private Sector),contact2812@urbaninitiative.org,Private Sector,"Toronto, Canada",Canada,"CommunityFoundation 2812 (Private Sector) focuses on marine science and works on SDG 6, SDG 12, SDG 2, SDG 16. Operating primarily in Toronto, Canada.","SDG 6, SDG 12, SDG 2, SDG 16","Water Management, Communications, Policy Advocacy",https://www.urbaninitiative2812.org,Lead 2812,1954844790,53,10000,2,"English, Arabic",America/Toronto,2022-10-19T06:12:22.380407Z
partner_2813,ImpactNetwork 2813 (Foundation),contact2813@impactnetwork.org,Foundation,"Bengaluru, India",India,"CommunityCollective 2813 (Foundation) focuses on community engagement and works on SDG 5, SDG 9. Operating primarily in Bengaluru, India.","SDG 5, SDG 9","Healthcare, Communications, Community Engagement, Project Management",https://www.impactnetwork2813.org,Lead 2813,91835973155,63,100000,10,"English, Portuguese",Asia/Kolkata,2024-09-06T06:12:22.380407Z
partner_2814,CommunityFoundation 2814 (Private Sector),contact2814@communityfounda.org,Private Sector,"Berlin, Germany",Germany,"CommunityCollective 2814 (Private Sector) focuses on agriculture and works on SDG 7, SDG 12. Operating primarily in Berlin, Germany.","SDG 7, SDG 12","Healthcare, Communications, Research, Data Analysis",https://www.communityfounda2814.org,Lead 2814,2025939083,42,10000,0,"English, Swahili",UTC,2023-02-11T06:12:22.380407Z
partner_2815,ImpactSolutions 2815 (Startup),contact2815@impactsolutions.org,Startup,"Delhi, India",India,"ImpactPartners 2815 (Startup) focuses on community engagement and works on SDG 13, SDG 2, SDG 6, SDG 12. Operating primarily in Delhi, India.","SDG 13, SDG 2, SDG 6, SDG 12","Project Management, Project Management, Agriculture",https://www.impactsolutions2815.org,Lead 2815,91650224017,50,100000,4,"English, Portuguese",Asia/Kolkata,2023-12-13T06:12:22.380407Z
partner_2816,BlueLabs 2816 (Startup),contact2816@bluelabs.org,Startup,"Chennai, India",India,"ImpactWorks 2816 (Startup) focuses on communications and works on SDG 8, SDG 15, SDG 17, SDG 1. Operating primarily in Chennai, India.","SDG 8, SDG 15, SDG 17, SDG 1","Project Management, Communications, Monitoring & Evaluation, Fundraising",https://www.bluelabs2816.org,Lead 2816,91642006177,68,100000,2,"English, Portuguese",Asia/Kolkata,2025-10-23T06:12:22.380407Z
partner_2817,ImpactLabs 2817 (Private Sector),contact2817@impactlabs(priv.org,Private Sector,"Nairobi, Kenya",Kenya,"GreenPartners 2817 (Private Sector) focuses on policy advocacy and works on SDG 1. Operating primarily in Nairobi, Kenya.",SDG 1,"Policy Advocacy, Communications, Agriculture, Community Engagement",https://www.impactlabs(priv2817.org,Lead 2817,1811534170,61,5000,4,"English, Arabic",UTC,2024-03-21T06:12:22.380407Z
partner_2818,FutureLabs 2818 (Private Sector),contact2818@futurelabs(priv.org,Private Sector,"Mumbai, India",India,"SolarFoundation 2818 (Private Sector) focuses on logistics and works on SDG 7, SDG 3, SDG 13, SDG 14. Operating primarily in Mumbai, India.","SDG 7, SDG 3, SDG 13, SDG 14","Monitoring & Evaluation, Fundraising",https://www.futurelabs(priv2818.org,Lead 2818,91653310164,89,25000,2,English,Asia/Kolkata,2023-05-09T06:12:22.380407Z
partner_2819,FutureLabs 2819 (Foundation),contact2819@futurelabs.org,Foundation,"New York, USA",USA,"FutureFoundation 2819 (Foundation) focuses on education and works on SDG 16, SDG 14, SDG 13. Operating primarily in New York, USA.","SDG 16, SDG 14, SDG 13","Education, Communications, Mobile App Development",https://www.futurelabs2819.org,Lead 2819,1916197150,53,50000,5,"English, Portuguese",UTC,2025-08-14T06:12:22.380407Z
partner_2820,OceanWorks 2820 (Private Sector),contact2820@oceanworks(priv.org,Private Sector,"Bengaluru, India",India,"TerraSolutions 2820 (Private Sector) focuses on policy advocacy and works on SDG 8, SDG 12. Operating primarily in Bengaluru, India.","SDG 8, SDG 12","Communications, Policy Advocacy, Project Management",https://www.oceanworks(priv2820.org,Lead 2820,91687663971,72,25000,5,"English, French",Asia/Kolkata,2023-08-27T06:12:22.380407Z
partner_2821,GreenSolutions 2821 (NGO),contact2821@greensolutions.org,NGO,"Kolkata, India",India,"TerraWorks 2821 (NGO) focuses on fundraising and works on SDG 12, SDG 9, SDG 5. Operating primarily in Kolkata, India.","SDG 12, SDG 9, SDG 5","Policy Advocacy, Communications",https://www.greensolutions2821.org,Lead 2821,91930019587,54,10000,8,"English, Mandarin",Asia/Kolkata,2023-02-10T06:12:22.380407Z
partner_2822,ImpactLabs 2822 (Private Sector),contact2822@impactlabs(priv.org,Private Sector,"Bangkok, Thailand",Thailand,"RuralNetwork 2822 (Private Sector) focuses on logistics and works on SDG 5, SDG 8. Operating primarily in Bangkok, Thailand.","SDG 5, SDG 8","Logistics, Communications, Fundraising, Agriculture",https://www.impactlabs(priv2822.org,Lead 2822,2326427678,94,25000,3,"English, Swahili",UTC,2023-01-03T06:12:22.380407Z
partner_2823,ImpactPartners 2823 (Government),contact2823@impactpartners.org,Government,"Sydney, Australia",Australia,"BlueFoundation 2823 (Government) focuses on project management and works on SDG 10, SDG 11. Operating primarily in Sydney, Australia.","SDG 10, SDG 11","Communications, Communications, Project Management, GIS",https://www.impactpartners2823.org,Lead 2823,1761950096,94,25000,9,English,Australia/Sydney,2025-02-13T06:12:22.380407Z
partner_2824,TerraLabs 2824 (University),contact2824@terralabs.org,University,"Bengaluru, India",India,"UrbanCollective 2824 (University) focuses on community engagement and works on SDG 16, SDG 17, SDG 13. Operating primarily in Bengaluru, India.","SDG 16, SDG 17, SDG 13","Project Management, Community Engagement",https://www.terralabs2824.org,Lead 2824,91603301059,70,100000,8,"English, Spanish",Asia/Kolkata,2025-12-25T06:12:22.380407Z
partner_2825,TerraNetwork 2825 (University),contact2825@terranetwork.org,University,"Sydney, Australia",Australia,"CommunityCollective 2825 (University) focuses on water management and works on SDG 17, SDG 4, SDG 10. Operating primarily in Sydney, Australia.","SDG 17, SDG 4, SDG 10","Project Management, Communications, Water Management",https://www.terranetwork2825.org,Lead 2825,2086696591,80,10000,4,"English, Portuguese",Australia/Sydney,2024-11-09T06:12:22.380407Z
partner_2826,RuralLabs 2826 (University),contact2826@rurallabs.org,University,"Bengaluru, India",India,"UrbanCollective 2826 (University) focuses on policy advocacy and works on SDG 12, SDG 7, SDG 8, SDG 14. Operating primarily in Bengaluru, India.","SDG 12, SDG 7, SDG 8, SDG 14","Communications, Agriculture, Communications",https://www.rurallabs2826.org,Lead 2826,91802639163,80,100000,6,"English, Mandarin",Asia/Kolkata,2024-01-11T06:12:22.380407Z
partner_2827,FutureLabs 2827 (Startup),contact2827@futurelabs.org,Startup,"Berlin, Germany",Germany,"FutureInitiative 2827 (Startup) focuses on agriculture and works on SDG 17, SDG 12, SDG 3, SDG 13. Operating primarily in Berlin, Germany.","SDG 17, SDG 12, SDG 3, SDG 13","Healthcare, Research",https://www.futurelabs2827.org,Lead 2827,2243629785,79,100000,5,"English, Mandarin",UTC,2023-04-30T06:12:22.380407Z
partner_2828,RuralInitiative 2828 (NGO),contact2828@ruralinitiative.org,NGO,"Delhi, India",India,"TerraFoundation 2828 (NGO) focuses on research and works on SDG 15, SDG 9. Operating primarily in Delhi, India.","SDG 15, SDG 9","GIS, Communications",https://www.ruralinitiative2828.org,Lead 2828,91944347825,68,25000,6,"English, French",Asia/Kolkata,2023-10-28T06:12:22.380407Z
partner_2829,FutureCollective 2829 (NGO),contact2829@futurecollectiv.org,NGO,"Bengaluru, India",India,"SolarCollective 2829 (NGO) focuses on gis and works on SDG 17, SDG 1, SDG 7. Operating primarily in Bengaluru, India.","SDG 17, SDG 1, SDG 7","Project Management, Communications",https://www.futurecollectiv2829.org,Lead 2829,91852410082,69,25000,10,"English, French",Asia/Kolkata,2024-08-15T06:12:22.380407Z
partner_2830,BlueFoundation 2830 (Government),contact2830@bluefoundation.org,Government,"Sydney, Australia",Australia,"CommunityFoundation 2830 (Government) focuses on gis and works on SDG 16. Operating primarily in Sydney, Australia.",SDG 16,"Water Management, Project Management",https://www.bluefoundation2830.org,Lead 2830,2269122322,43,100000,4,"English, Spanish",Australia/Sydney,2024-06-23T06:12:22.380407Z
partner_2831,ImpactWorks 2831 (Startup),contact2831@impactworks.org,Startup,"Toronto, Canada",Canada,"GreenLabs 2831 (Startup) focuses on community engagement and works on SDG 15, SDG 3, SDG 5, SDG 13. Operating primarily in Toronto, Canada.","SDG 15, SDG 3, SDG 5, SDG 13","Healthcare, Community Engagement, Project Management",https://www.impactworks2831.org,Lead 2831,2534471327,70,5000,7,"English, Swahili",America/Toronto,2024-09-12T06:12:22.380407Z
partner_2832,FutureWorks 2832 (University),contact2832@futureworks.org,University,"Pune, India",India,"SolarCollective 2832 (University) focuses on mobile app development and works on SDG 3, SDG 17, SDG 9, SDG 6. Operating primarily in Pune, India.","SDG 3, SDG 17, SDG 9, SDG 6","Healthcare, GIS",https://www.futureworks2832.org,Lead 2832,91802237820,76,50000,11,"English, Swahili",Asia/Kolkata,2024-08-02T06:12:22.380407Z
partner_2833,OceanInitiative 2833 (Government),contact2833@oceaninitiative.org,Government,"Tokyo, Japan",Japan,"GreenSolutions 2833 (Government) focuses on gis and works on SDG 7, SDG 12, SDG 8. Operating primarily in Tokyo, Japan.","SDG 7, SDG 12, SDG 8","Project Management, GIS",https://www.oceaninitiative2833.org,Lead 2833,1797657323,54,25000,9,"English, French",Asia/Tokyo,2022-04-10T06:12:22.380407Z
partner_2834,UrbanLabs 2834 (Private Sector),contact2834@urbanlabs(priva.org,Private Sector,"Berlin, Germany",Germany,"ImpactCollective 2834 (Private Sector) focuses on project management and works on SDG 1. Operating primarily in Berlin, Germany.",SDG 1,"Monitoring & Evaluation, Communications",https://www.urbanlabs(priva2834.org,Lead 2834,2950491520,42,25000,5,"English, Mandarin",UTC,2023-02-22T06:12:22.380407Z
partner_2835,SolarInitiative 2835 (NGO),contact2835@solarinitiative.org,NGO,"Sydney, Australia",Australia,"TerraLabs 2835 (NGO) focuses on policy advocacy and works on SDG 9, SDG 8. Operating primarily in Sydney, Australia.","SDG 9, SDG 8","Communications, Community Engagement, Agriculture",https://www.solarinitiative2835.org,Lead 2835,1772070771,76,25000,3,"English, Mandarin",Australia/Sydney,2023-05-11T06:12:22.380407Z
partner_2836,UrbanWorks 2836 (Foundation),contact2836@urbanworks.org,Foundation,"Hyderabad, India",India,"BlueSolutions 2836 (Foundation) focuses on communications and works on SDG 9. Operating primarily in Hyderabad, India.",SDG 9,"Monitoring & Evaluation, Communications, Project Management",https://www.urbanworks2836.org,Lead 2836,91857093420,47,50000,0,"English, Mandarin",Asia/Kolkata,2025-12-08T06:12:22.380407Z
partner_2837,TerraNetwork 2837 (Foundation),contact2837@terranetwork.org,Foundation,"Pune, India",India,"BluePartners 2837 (Foundation) focuses on marine science and works on SDG 13, SDG 10, SDG 3. Operating primarily in Pune, India.","SDG 13, SDG 10, SDG 3","Policy Advocacy, Water Management, Marine Science",https://www.terranetwork2837.org,Lead 2837,91823730135,88,50000,7,English,Asia/Kolkata,2023-06-02T06:12:22.380407Z
partner_2838,OceanNetwork 2838 (Private Sector),contact2838@oceannetwork(pr.org,Private Sector,"Jakarta, Indonesia",Indonesia,"TerraNetwork 2838 (Private Sector) focuses on renewable energy and works on SDG 2, SDG 16, SDG 8. Operating primarily in Jakarta, Indonesia.","SDG 2, SDG 16, SDG 8","Communications, Project Management",https://www.oceannetwork(pr2838.org,Lead 2838,2529189131,48,10000,3,"English, French",UTC,2023-07-23T06:12:22.380407Z
partner_2839,UrbanSolutions 2839 (Startup),contact2839@urbansolutions.org,Startup,"London, UK",UK,"OceanFoundation 2839 (Startup) focuses on community engagement and works on SDG 1, SDG 17, SDG 4, SDG 5. Operating primarily in London, UK.","SDG 1, SDG 17, SDG 4, SDG 5","Community Engagement, Communications, Project Management",https://www.urbansolutions2839.org,Lead 2839,44995859700,53,5000,2,"English, Arabic",UTC,2025-01-19T06:12:22.380407Z
partner_2840,UrbanFoundation 2840 (Foundation),contact2840@urbanfoundation.org,Foundation,"Dubai, UAE",UAE,"TerraCollective 2840 (Foundation) focuses on research and works on SDG 10. Operating primarily in Dubai, UAE.",SDG 10,"Communications, Data Analysis, Project Management, GIS",https://www.urbanfoundation2840.org,Lead 2840,2892374102,92,25000,2,English,Asia/Dubai,2025-09-23T06:12:22.380407Z
partner_2841,OceanWorks 2841 (Foundation),contact2841@oceanworks.org,Foundation,"Dubai, UAE",UAE,"ImpactNetwork 2841 (Foundation) focuses on logistics and works on SDG 15, SDG 12, SDG 4, SDG 17. Operating primarily in Dubai, UAE.","SDG 15, SDG 12, SDG 4, SDG 17","Project Management, Fundraising",https://www.oceanworks2841.org,Lead 2841,2893630877,72,50000,4,"English, Mandarin",Asia/Dubai,2025-10-12T06:12:22.380407Z
partner_2842,UrbanLabs 2842 (Government),contact2842@urbanlabs.org,Government,"London, UK",UK,"FutureWorks 2842 (Government) focuses on gis and works on SDG 9, SDG 14, SDG 3, SDG 4. Operating primarily in London, UK.","SDG 9, SDG 14, SDG 3, SDG 4","Communications, Project Management, Mobile App Development, Project Management",https://www.urbanlabs2842.org,Lead 2842,44942979391,95,25000,4,"English, Portuguese",UTC,2023-07-21T06:12:22.380407Z
partner_2843,SolarLabs 2843 (Government),contact2843@solarlabs.org,Government,"Berlin, Germany",Germany,"BluePartners 2843 (Government) focuses on mobile app development and works on SDG 9. Operating primarily in Berlin, Germany.",SDG 9,"Mobile App Development, Project Management, GIS",https://www.solarlabs2843.org,Lead 2843,2549706364,42,25000,11,English,UTC,2023-07-11T06:12:22.380407Z
partner_2844,RuralInitiative 2844 (Startup),contact2844@ruralinitiative.org,Startup,"Mumbai, India",India,"RuralNetwork 2844 (Startup) focuses on monitoring & evaluation and works on SDG 5, SDG 14. Operating primarily in Mumbai, India.","SDG 5, SDG 14","Data Analysis, Renewable Energy, Communications",https://www.ruralinitiative2844.org,Lead 2844,91981698492,94,25000,9,English,Asia/Kolkata,2024-08-14T06:12:22.380407Z
partner_2845,TerraSolutions 2845 (Private Sector),contact2845@terrasolutions(.org,Private Sector,"Paris, France",France,"TerraInitiative 2845 (Private Sector) focuses on policy advocacy and works on SDG 7, SDG 2, SDG 8. Operating primarily in Paris, France.","SDG 7, SDG 2, SDG 8","Communications, Project Management, Community Engagement, Agriculture",https://www.terrasolutions(2845.org,Lead 2845,1976349444,65,50000,7,"English, Mandarin",Europe/Paris,2024-04-20T06:12:22.380407Z
partner_2846,RuralCollective 2846 (Private Sector),contact2846@ruralcollective.org,Private Sector,"New York, USA",USA,"UrbanLabs 2846 (Private Sector) focuses on gis and works on SDG 2. Operating primarily in New York, USA.",SDG 2,"Project Management, Water Management, GIS",https://www.ruralcollective2846.org,Lead 2846,2589619457,92,5000,11,"English, Swahili",UTC,2022-09-24T06:12:22.380407Z
partner_2847,BlueSolutions 2847 (Startup),contact2847@bluesolutions.org,Startup,"New York, USA",USA,"TerraCollective 2847 (Startup) focuses on monitoring & evaluation and works on SDG 5, SDG 16, SDG 6. Operating primarily in New York, USA.","SDG 5, SDG 16, SDG 6","Monitoring & Evaluation, Data Analysis, Project Management, Renewable Energy",https://www.bluesolutions2847.org,Lead 2847,2690626720,62,50000,12,English,UTC,2023-08-31T06:12:22.380407Z
partner_2848,OceanSolutions 2848 (Foundation),contact2848@oceansolutions.org,Foundation,Singapore,Singapore,"RuralFoundation 2848 (Foundation) focuses on data analysis and works on SDG 17, SDG 11, SDG 13. Operating primarily in Singapore.","SDG 17, SDG 11, SDG 13","Research, Logistics",https://www.oceansolutions2848.org,Lead 2848,1603487817,49,5000,10,"English, Spanish",Asia/Singapore,2024-08-09T06:12:22.380407Z
partner_2849,UrbanSolutions 2849 (NGO),contact2849@urbansolutions.org,NGO,"Delhi, India",India,"UrbanSolutions 2849 (NGO) focuses on renewable energy and works on SDG 5, SDG 14, SDG 9, SDG 3. Operating primarily in Delhi, India.","SDG 5, SDG 14, SDG 9, SDG 3","Renewable Energy, Communications",https://www.urbansolutions2849.org,Lead 2849,91852854863,74,5000,8,"English, French",Asia/Kolkata,2022-03-28T06:12:22.380407Z
partner_2850,TerraNetwork 2850 (NGO),contact2850@terranetwork.org,NGO,"Paris, France",France,"UrbanPartners 2850 (NGO) focuses on education and works on SDG 4. Operating primarily in Paris, France.",SDG 4,"Communications, Project Management, Policy Advocacy",https://www.terranetwork2850.org,Lead 2850,2850137475,74,10000,1,"English, Swahili",Europe/Paris,2024-10-23T06:12:22.380407Z
partner_2851,RuralNetwork 2851 (NGO),contact2851@ruralnetwork.org,NGO,"Lagos, Nigeria",Nigeria,"ImpactFoundation 2851 (NGO) focuses on marine science and works on SDG 14, SDG 17. Operating primarily in Lagos, Nigeria.","SDG 14, SDG 17","Project Management, Water Management, Marine Science",https://www.ruralnetwork2851.org,Lead 2851,2856877827,90,100000,2,"English, Hindi",UTC,2025-05-30T06:12:22.380407Z
partner_2852,SolarNetwork 2852 (Startup),contact2852@solarnetwork.org,Startup,"Bangkok, Thailand",Thailand,"RuralInitiative 2852 (Startup) focuses on water management and works on SDG 8. Operating primarily in Bangkok, Thailand.",SDG 8,"Monitoring & Evaluation, Marine Science, Project Management",https://www.solarnetwork2852.org,Lead 2852,2105123779,57,25000,10,"English, Portuguese",UTC,2025-12-13T06:12:22.380407Z
partner_2853,ImpactFoundation 2853 (Foundation),contact2853@impactfoundatio.org,Foundation,"Berlin, Germany",Germany,"SolarWorks 2853 (Foundation) focuses on data analysis and works on SDG 1, SDG 16, SDG 13. Operating primarily in Berlin, Germany.","SDG 1, SDG 16, SDG 13","Data Analysis, Research, Logistics, Communications",https://www.impactfoundatio2853.org,Lead 2853,1952654973,42,5000,7,English,UTC,2024-01-06T06:12:22.380407Z
partner_2854,CommunityNetwork 2854 (Private Sector),contact2854@communitynetwor.org,Private Sector,"Berlin, Germany",Germany,"TerraPartners 2854 (Private Sector) focuses on renewable energy and works on SDG 9, SDG 15, SDG 1. Operating primarily in Berlin, Germany.","SDG 9, SDG 15, SDG 1","Project Management, Communications, Renewable Energy, Monitoring & Evaluation",https://www.communitynetwor2854.org,Lead 2854,1988899228,58,50000,1,"English, Hindi",UTC,2024-07-18T06:12:22.380407Z
partner_2855,TerraFoundation 2855 (Government),contact2855@terrafoundation.org,Government,"Toronto, Canada",Canada,"BlueFoundation 2855 (Government) focuses on marine science and works on SDG 15, SDG 8. Operating primarily in Toronto, Canada.","SDG 15, SDG 8","Water Management, Project Management, Policy Advocacy, Communications",https://www.terrafoundation2855.org,Lead 2855,2848937463,65,50000,6,"English, French",America/Toronto,2025-01-03T06:12:22.380407Z
partner_2856,TerraSolutions 2856 (Government),contact2856@terrasolutions.org,Government,"Lagos, Nigeria",Nigeria,"UrbanLabs 2856 (Government) focuses on project management and works on SDG 17. Operating primarily in Lagos, Nigeria.",SDG 17,"Monitoring & Evaluation, Communications",https://www.terrasolutions2856.org,Lead 2856,2810970842,89,50000,2,"English, Spanish",UTC,2022-05-14T06:12:22.380407Z
partner_2857,BlueCollective 2857 (Foundation),contact2857@bluecollective.org,Foundation,"Sydney, Australia",Australia,"RuralInitiative 2857 (Foundation) focuses on marine science and works on SDG 6, SDG 8, SDG 14, SDG 4. Operating primarily in Sydney, Australia.","SDG 6, SDG 8, SDG 14, SDG 4","Communications, Project Management",https://www.bluecollective2857.org,Lead 2857,2322205841,93,10000,11,"English, French",Australia/Sydney,2023-05-01T06:12:22.380407Z
partner_2858,FuturePartners 2858 (Foundation),contact2858@futurepartners.org,Foundation,"Berlin, Germany",Germany,"ImpactWorks 2858 (Foundation) focuses on research and works on SDG 15, SDG 9, SDG 13. Operating primarily in Berlin, Germany.","SDG 15, SDG 9, SDG 13","Renewable Energy, Communications, Data Analysis",https://www.futurepartners2858.org,Lead 2858,2812143539,80,5000,9,"English, Arabic",UTC,2025-08-04T06:12:22.380407Z
partner_2859,BlueInitiative 2859 (Foundation),contact2859@blueinitiative.org,Foundation,"Dubai, UAE",UAE,"FutureWorks 2859 (Foundation) focuses on education and works on SDG 9, SDG 16. Operating primarily in Dubai, UAE.","SDG 9, SDG 16","Education, Project Management",https://www.blueinitiative2859.org,Lead 2859,1851811644,79,10000,5,"English, Portuguese",Asia/Dubai,2024-09-29T06:12:22.380407Z
partner_2860,OceanLabs 2860 (Government),contact2860@oceanlabs.org,Government,"Dubai, UAE",UAE,"CommunitySolutions 2860 (Government) focuses on data analysis and works on SDG 2, SDG 13. Operating primarily in Dubai, UAE.","SDG 2, SDG 13","Project Management, Water Management, Communications",https://www.oceanlabs2860.org,Lead 2860,2926957010,63,5000,3,"English, French",Asia/Dubai,2025-04-11T06:12:22.380407Z
partner_2861,BlueInitiative 2861 (NGO),contact2861@blueinitiative.org,NGO,"Bengaluru, India",India,"TerraSolutions 2861 (NGO) focuses on renewable energy and works on SDG 10, SDG 3, SDG 15, SDG 16. Operating primarily in Bengaluru, India.","SDG 10, SDG 3, SDG 15, SDG 16","Project Management, Renewable Energy, Monitoring & Evaluation, Communications",https://www.blueinitiative2861.org,Lead 2861,91817780031,59,5000,3,"English, French",Asia/Kolkata,2024-11-04T06:12:22.380407Z
partner_2862,GreenPartners 2862 (Government),contact2862@greenpartners.org,Government,"Jakarta, Indonesia",Indonesia,"TerraPartners 2862 (Government) focuses on logistics and works on SDG 17. Operating primarily in Jakarta, Indonesia.",SDG 17,"Project Management, Agriculture, Logistics",https://www.greenpartners2862.org,Lead 2862,2415270380,87,25000,8,English,UTC,2023-05-18T06:12:22.380407Z
partner_2863,UrbanWorks 2863 (Government),contact2863@urbanworks.org,Government,"Chennai, India",India,"SolarNetwork 2863 (Government) focuses on water management and works on SDG 9. Operating primarily in Chennai, India.",SDG 9,"Project Management, Water Management, Monitoring & Evaluation, Communications",https://www.urbanworks2863.org,Lead 2863,91747711041,76,5000,8,"English, Portuguese",Asia/Kolkata,2022-04-26T06:12:22.380407Z
partner_2864,CommunityWorks 2864 (Government),contact2864@communityworks.org,Government,"Hyderabad, India",India,"FutureCollective 2864 (Government) focuses on communications and works on SDG 8, SDG 13. Operating primarily in Hyderabad, India.","SDG 8, SDG 13","Communications, Project Management, Monitoring & Evaluation, Water Management",https://www.communityworks2864.org,Lead 2864,91935155703,45,10000,0,"English, Swahili",Asia/Kolkata,2024-05-11T06:12:22.380407Z
partner_2865,ImpactInitiative 2865 (NGO),contact2865@impactinitiativ.org,NGO,"Sydney, Australia",Australia,"TerraNetwork 2865 (NGO) focuses on fundraising and works on SDG 13, SDG 11, SDG 12, SDG 14. Operating primarily in Sydney, Australia.","SDG 13, SDG 11, SDG 12, SDG 14","Fundraising, Communications, Policy Advocacy, Project Management",https://www.impactinitiativ2865.org,Lead 2865,1961957565,88,50000,5,"English, Hindi",Australia/Sydney,2022-11-15T06:12:22.380407Z
partner_2866,TerraFoundation 2866 (NGO),contact2866@terrafoundation.org,NGO,"Delhi, India",India,"CommunityLabs 2866 (NGO) focuses on education and works on SDG 1, SDG 11, SDG 15. Operating primarily in Delhi, India.","SDG 1, SDG 11, SDG 15","Education, Communications, Mobile App Development, Project Management",https://www.terrafoundation2866.org,Lead 2866,91832580055,47,5000,6,"English, Mandarin",Asia/Kolkata,2025-09-03T06:12:22.380407Z
partner_2867,CommunityInitiative 2867 (NGO),contact2867@communityinitia.org,NGO,"Tokyo, Japan",Japan,"BlueSolutions 2867 (NGO) focuses on monitoring & evaluation and works on SDG 17, SDG 2, SDG 5, SDG 6. Operating primarily in Tokyo, Japan.","SDG 17, SDG 2, SDG 5, SDG 6","Project Management, Monitoring & Evaluation, Renewable Energy, Communications",https://www.communityinitia2867.org,Lead 2867,2166173251,40,5000,11,"English, Mandarin",Asia/Tokyo,2025-01-23T06:12:22.380407Z
partner_2868,TerraCollective 2868 (Private Sector),contact2868@terracollective.org,Private Sector,"Lagos, Nigeria",Nigeria,"BlueFoundation 2868 (Private Sector) focuses on education and works on SDG 10, SDG 13, SDG 11, SDG 5. Operating primarily in Lagos, Nigeria.","SDG 10, SDG 13, SDG 11, SDG 5","Communications, Mobile App Development, Project Management, Policy Advocacy",https://www.terracollective2868.org,Lead 2868,2056026482,54,25000,10,"English, Swahili",UTC,2025-10-18T06:12:22.380407Z
partner_2869,RuralWorks 2869 (Foundation),contact2869@ruralworks.org,Foundation,"Pune, India",India,"SolarNetwork 2869 (Foundation) focuses on education and works on SDG 12. Operating primarily in Pune, India.",SDG 12,"Education, Policy Advocacy, Mobile App Development, Communications",https://www.ruralworks2869.org,Lead 2869,91698200407,77,50000,12,"English, Hindi",Asia/Kolkata,2024-08-07T06:12:22.380407Z
partner_2870,SolarNetwork 2870 (Startup),contact2870@solarnetwork.org,Startup,"Pune, India",India,"UrbanInitiative 2870 (Startup) focuses on healthcare and works on SDG 1, SDG 15. Operating primarily in Pune, India.","SDG 1, SDG 15","Community Engagement, Healthcare, Communications",https://www.solarnetwork2870.org,Lead 2870,91841164329,95,100000,4,"English, Arabic",Asia/Kolkata,2023-06-15T06:12:22.380407Z
